player,total_runs,balls_faced,innings,dismissals,strike_rate,batting_avg,recent_strike_rate,ball_bowled,runs_conceded,matches,wickets,economy,bowling_avg,recent_economy
D Kalyankrishna,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,50.0,88.0,3.0,2.0,10.559999999999999,44.0,11.0
D Padikkal,1806.0,1496.0,74.0,72.0,120.72192513368985,25.083333333333332,116.10714285714286,,,,0.0,8.529553786998122,31.396128841607563,9.1
D Pretorius,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,166.0,242.0,7.0,6.0,8.74698795180723,40.333333333333336,9.68
D Salunkhe,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,51.0,80.0,5.0,1.0,9.411764705882353,80.0,10.0
D Wiese,148.0,105.0,11.0,6.0,140.95238095238096,24.666666666666668,171.66666666666666,307.0,447.0,15.0,16.0,8.736156351791532,27.9375,9.533333333333333
D du Preez,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,43.0,56.0,2.0,4.0,7.813953488372093,14.0,8.0
DA Miller,3077.0,2295.0,133.0,89.0,134.07407407407408,34.57303370786517,101.51812240047533,,,,0.0,8.529553786998122,31.396128841607563,9.1
DA Warner,6567.0,4849.0,184.0,164.0,135.4299855640338,40.042682926829265,81.82539682539684,2.0,2.0,1.0,0.0,6.0,31.396128841607563,2.0
DAJ Bracewell,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,25.0,32.0,1.0,3.0,7.68,10.666666666666666,8.0
DB Das,304.0,267.0,22.0,12.0,113.85767790262172,25.333333333333332,109.05882352941175,,,,0.0,8.529553786998122,31.396128841607563,9.1
DB Ravi Teja,375.0,325.0,25.0,20.0,115.38461538461537,18.75,102.85714285714286,18.0,28.0,2.0,1.0,9.333333333333334,28.0,9.333333333333334
DE Bollinger,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,600.0,716.0,27.0,37.0,7.16,19.35135135135135,8.266666666666667
DG Nalkande,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,89.0,150.0,6.0,6.0,10.112359550561797,25.0,10.0
DH Yagnik,170.0,142.0,17.0,9.0,119.71830985915493,18.88888888888889,95.39682539682539,,,,0.0,8.529553786998122,31.396128841607563,9.1
DJ Bravo,1560.0,1247.0,110.0,69.0,125.10024057738573,22.608695652173914,81.66666666666666,3296.0,4436.0,158.0,183.0,8.075242718446601,24.240437158469945,9.3
DJ Harris,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,18.0,26.0,2.0,0.0,8.666666666666666,31.396128841607563,8.666666666666666
DJ Hooda,1497.0,1213.0,101.0,82.0,123.41302555647155,18.25609756097561,60.01932367149757,391.0,550.0,34.0,10.0,8.439897698209718,55.0,9.266666666666667
DJ Hussey,1322.0,1101.0,61.0,49.0,120.07266121707538,26.979591836734695,99.25636469574178,323.0,485.0,26.0,8.0,9.009287925696594,60.625,9.1
DJ Jacobs,92.0,101.0,7.0,7.0,91.0891089108911,13.142857142857142,81.6590909090909,,,,0.0,8.529553786998122,31.396128841607563,9.1
DJ Mitchell,351.0,274.0,15.0,13.0,128.1021897810219,27.0,131.4949137549757,51.0,97.0,4.0,1.0,11.411764705882353,97.0,12.125
DJ Muthuswami,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,84.0,108.0,6.0,4.0,7.714285714285714,27.0,7.714285714285714
DJ Thornely,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,44.0,40.0,4.0,3.0,5.454545454545455,13.333333333333334,5.714285714285714
DJ Willey,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,221.0,277.0,11.0,6.0,7.520361990950226,46.166666666666664,7.633333333333334
DJG Sammy,295.0,251.0,20.0,15.0,117.52988047808766,19.666666666666668,107.88888888888889,244.0,354.0,19.0,11.0,8.704918032786885,32.18181818181818,9.433333333333334
DJM Short,115.0,102.0,7.0,7.0,112.74509803921569,16.428571428571427,101.22067183462532,18.0,23.0,2.0,1.0,7.666666666666667,23.0,7.666666666666667
DL Chahar,117.0,86.0,16.0,8.0,136.04651162790697,14.625,87.33333333333333,2009.0,2621.0,95.0,88.0,7.827775012444002,29.78409090909091,9.0
DL Vettori,121.0,118.0,16.0,7.0,102.54237288135593,17.285714285714285,94.10256410256412,785.0,894.0,34.0,28.0,6.83312101910828,31.928571428571427,6.966666666666667
DNT Zoysa,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,69.0,100.0,3.0,2.0,8.695652173913043,50.0,9.090909090909092
DP Conway,1080.0,794.0,28.0,25.0,136.02015113350126,43.2,100.96402577534653,,,,0.0,8.529553786998122,31.396128841607563,9.1
DP Nannes,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,689.0,815.0,29.0,28.0,7.097242380261249,29.107142857142858,7.8
DP Vijaykumar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,159.0,205.0,9.0,4.0,7.735849056603773,51.25,7.884615384615385
DPMD Jayawardene,1808.0,1522.0,78.0,64.0,118.7910643889619,28.25,108.81410256410257,,,,0.0,8.529553786998122,31.396128841607563,9.1
DR Sams,44.0,48.0,13.0,10.0,91.66666666666666,4.4,37.857142857142854,389.0,528.0,16.0,14.0,8.143958868894602,37.714285714285715,7.566666666666666
DR Smith,2385.0,1803.0,88.0,81.0,132.27953410981698,29.444444444444443,135.67599067599068,557.0,825.0,46.0,26.0,8.88689407540395,31.73076923076923,10.0
DS Kulkarni,104.0,113.0,20.0,9.0,92.03539823008849,11.555555555555555,108.33333333333334,1876.0,2513.0,92.0,86.0,8.03731343283582,29.22093023255814,9.733333333333333
DS Rathi,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,321.0,435.0,13.0,14.0,8.130841121495328,31.071428571428573,8.6
DT Christian,460.0,408.0,41.0,28.0,112.74509803921569,16.428571428571427,40.83333333333333,922.0,1218.0,49.0,38.0,7.926247288503254,32.05263157894737,9.2
DW Steyn,167.0,163.0,33.0,22.0,102.45398773006136,7.590909090909091,74.54545454545455,2282.0,2583.0,95.0,97.0,6.791411042944786,26.628865979381445,10.2
Dhruv Jurel,680.0,456.0,35.0,22.0,149.12280701754386,30.90909090909091,130.90277777777777,,,,0.0,8.529553786998122,31.396128841607563,9.1
E Lewis,654.0,499.0,26.0,24.0,131.06212424849699,27.25,82.91452991452992,,,,0.0,8.529553786998122,31.396128841607563,9.1
E Malinga,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,165.0,244.0,7.0,13.0,8.872727272727273,18.76923076923077,9.037037037037036
EJG Morgan,1406.0,1181.0,74.0,61.0,119.05165114309906,23.049180327868854,65.95238095238095,,,,0.0,8.529553786998122,31.396128841607563,9.1
F du Plessis,4773.0,3605.0,147.0,135.0,132.39944521497918,35.355555555555554,90.52362130623,6.0,16.0,1.0,0.0,16.0,31.396128841607563,16.0
FA Allen,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,91.0,136.0,4.0,2.0,8.967032967032967,68.0,9.066666666666666
FH Edwards,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,150.0,160.0,6.0,5.0,6.4,32.0,6.666666666666667
FY Fazal,183.0,179.0,11.0,9.0,102.23463687150837,20.333333333333332,93.66091954022988,12.0,20.0,2.0,0.0,10.0,31.396128841607563,10.0
Fazalhaq Farooqi,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,266.0,440.0,12.0,6.0,9.924812030075188,73.33333333333333,10.533333333333333
G Coetzee,31.0,33.0,7.0,6.0,93.93939393939394,5.166666666666667,92.85714285714286,292.0,490.0,14.0,15.0,10.068493150684931,32.666666666666664,10.7
G Gambhir,4217.0,3524.0,151.0,135.0,119.66515323496027,31.237037037037037,78.79761904761904,,,,0.0,8.529553786998122,31.396128841607563,9.1
GB Hogg,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,466.0,585.0,21.0,23.0,7.532188841201716,25.434782608695652,7.833333333333333
GC Smith,739.0,691.0,29.0,30.0,106.9464544138929,24.633333333333333,64.92063492063491,,,,0.0,8.529553786998122,31.396128841607563,9.1
GC Viljoen,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,146.0,229.0,6.0,7.0,9.41095890410959,32.714285714285715,9.956521739130435
GD McGrath,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,329.0,366.0,14.0,12.0,6.674772036474164,30.5,7.133333333333334
GD Phillips,65.0,55.0,8.0,7.0,118.18181818181819,9.285714285714286,128.0952380952381,31.0,40.0,4.0,2.0,7.741935483870967,20.0,8.0
GH Vihari,284.0,331.0,23.0,20.0,85.80060422960725,14.2,85.06410256410257,43.0,48.0,6.0,1.0,6.697674418604651,48.0,6.857142857142857
GHS Garton,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,97.0,136.0,5.0,3.0,8.412371134020617,45.333333333333336,9.066666666666666
GJ Bailey,663.0,552.0,36.0,29.0,120.1086956521739,22.862068965517242,66.22913343965976,,,,0.0,8.529553786998122,31.396128841607563,9.1
GJ Maxwell,2820.0,1896.0,134.0,117.0,148.73417721518987,24.102564102564102,72.72727272727272,1047.0,1422.0,85.0,41.0,8.148997134670488,34.68292682926829,8.1
GR Napier,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,24.0,28.0,1.0,1.0,7.0,28.0,7.0
GS Sandhu,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,48.0,86.0,2.0,1.0,10.75,86.0,10.75
Gagandeep Singh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,84.0,142.0,4.0,3.0,10.142857142857142,47.333333333333336,10.142857142857142
Gulbadin Naib,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,6.0,12.0,1.0,0.0,12.0,31.396128841607563,12.0
Gurkeerat Singh,511.0,436.0,32.0,27.0,117.20183486238531,18.925925925925927,91.98717948717949,82.0,97.0,6.0,5.0,7.097560975609756,19.4,7.461538461538462
Gurnoor Brar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,21.0,42.0,1.0,0.0,12.0,31.396128841607563,14.0
H Klaasen,1480.0,907.0,45.0,36.0,163.1753031973539,41.111111111111114,161.31196581196582,,,,0.0,8.529553786998122,31.396128841607563,9.1
H Sharma,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,30.0,62.0,2.0,0.0,12.4,31.396128841607563,12.4
HC Brook,190.0,159.0,11.0,9.0,119.49685534591194,21.11111111111111,35.714285714285715,,,,0.0,8.529553786998122,31.396128841607563,9.1
HF Gurney,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,169.0,239.0,8.0,7.0,8.485207100591715,34.142857142857146,8.851851851851851
HH Gibbs,886.0,837.0,36.0,32.0,105.8542413381123,27.6875,76.33332091637176,,,,0.0,8.529553786998122,31.396128841607563,9.1
HH Pandya,2758.0,1962.0,140.0,98.0,140.57084607543325,28.142857142857142,106.99849170437406,1714.0,2541.0,107.0,78.0,8.894982497082847,32.57692307692308,10.4
HM Amla,577.0,418.0,16.0,13.0,138.03827751196172,44.38461538461539,120.82635488373194,,,,0.0,8.529553786998122,31.396128841607563,9.1
HR Shokeen,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,213.0,320.0,13.0,5.0,9.014084507042254,64.0,9.9
HV Patel,270.0,241.0,41.0,28.0,112.03319502074689,9.642857142857142,62.92929292929292,2570.0,3649.0,116.0,151.0,8.519066147859922,24.165562913907284,9.9
Harbhajan Singh,833.0,636.0,88.0,54.0,130.9748427672956,15.425925925925926,67.63285024154591,3496.0,4101.0,160.0,150.0,7.0383295194508015,27.34,8.366666666666667
Harmeet Singh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,574.0,747.0,28.0,27.0,7.808362369337979,27.666666666666668,8.3
Harpreet Brar,244.0,214.0,26.0,13.0,114.01869158878503,18.76923076923077,167.13286713286715,826.0,1097.0,46.0,35.0,7.968523002421308,31.34285714285714,8.933333333333334
Harpreet Singh,123.0,119.0,8.0,6.0,103.36134453781514,20.5,110.24477861319966,,,,0.0,8.529553786998122,31.396128841607563,9.1
Harsh Dubey,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,61.0,98.0,3.0,5.0,9.639344262295083,19.6,9.8
Harshit Rana,59.0,57.0,10.0,7.0,103.50877192982458,8.428571428571429,73.13131313131314,679.0,1047.0,32.0,40.0,9.251840942562591,26.175,10.633333333333333
I Malhotra,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,6.0,23.0,1.0,0.0,23.0,31.396128841607563,23.0
I Sharma,57.0,71.0,21.0,7.0,80.28169014084507,8.142857142857142,97.33333333333334,2546.0,3465.0,117.0,96.0,8.165750196386488,36.09375,10.366666666666667
I Udana,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,182.0,286.0,10.0,8.0,9.428571428571429,35.75,9.862068965517242
IC Pandey,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,469.0,609.0,24.0,18.0,7.791044776119403,33.833333333333336,7.366666666666666
IC Porel,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,26.0,42.0,1.0,1.0,9.692307692307693,42.0,10.5
IK Pathan,1150.0,985.0,82.0,53.0,116.75126903553299,21.69811320754717,84.12698412698413,2113.0,2711.0,101.0,80.0,7.698059630856601,33.8875,8.5
IR Jaggi,76.0,100.0,7.0,5.0,76.0,15.2,69.28571428571429,,,,0.0,8.529553786998122,31.396128841607563,9.1
IS Sodhi,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,182.0,204.0,8.0,9.0,6.725274725274725,22.666666666666668,6.5
Imran Tahir,33.0,37.0,8.0,4.0,89.1891891891892,8.25,75.28571428571429,1340.0,1729.0,59.0,82.0,7.741791044776119,21.085365853658537,7.4
Iqbal Abdulla,88.0,86.0,13.0,1.0,102.32558139534885,88.0,104.21512605042017,943.0,1125.0,48.0,40.0,7.158006362672323,28.125,9.033333333333333
Ishan Kishan,2998.0,2237.0,112.0,101.0,134.01877514528385,29.683168316831683,127.35504636637263,1.0,4.0,1.0,0.0,24.0,31.396128841607563,4.0
J Botha,409.0,364.0,28.0,22.0,112.36263736263736,18.59090909090909,151.0,709.0,818.0,34.0,25.0,6.922425952045134,32.72,7.066666666666666
J Fraser-McGurk,385.0,203.0,15.0,14.0,189.6551724137931,27.5,73.75,,,,0.0,8.529553786998122,31.396128841607563,9.1
J Little,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,236.0,341.0,11.0,11.0,8.669491525423728,31.0,9.066666666666666
J Overton,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,41.0,84.0,3.0,0.0,12.292682926829269,31.396128841607563,14.0
J Suchith,70.0,62.0,9.0,4.0,112.90322580645163,17.5,80.38095238095238,434.0,604.0,21.0,19.0,8.350230414746544,31.789473684210527,8.433333333333334
J Syed Mohammad,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,196.0,286.0,11.0,8.0,8.755102040816327,35.75,9.466666666666667
J Theron,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,235.0,311.0,10.0,11.0,7.940425531914894,28.272727272727273,8.966666666666667
J Yadav,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,398.0,447.0,20.0,8.0,6.738693467336684,55.875,7.3
JA Morkel,975.0,712.0,67.0,40.0,136.93820224719101,24.375,133.6346516007533,1807.0,2409.0,87.0,85.0,7.998893193137797,28.341176470588234,9.6
JA Richardson,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,94.0,162.0,4.0,3.0,10.340425531914894,54.0,10.8
JC Archer,262.0,183.0,30.0,18.0,143.16939890710384,14.555555555555555,72.22222222222221,1279.0,1655.0,52.0,59.0,7.763878029710712,28.050847457627118,9.166666666666666
JC Buttler,4121.0,2856.0,119.0,106.0,144.29271708683473,38.87735849056604,142.36328368814756,,,,0.0,8.529553786998122,31.396128841607563,9.1
JD Ryder,604.0,466.0,29.0,29.0,129.6137339055794,20.82758620689655,64.1025641025641,241.0,314.0,16.0,8.0,7.817427385892117,39.25,8.0
JD Unadkat,197.0,170.0,27.0,14.0,115.88235294117648,14.071428571428571,201.8181818181818,2340.0,3396.0,111.0,110.0,8.707692307692307,30.87272727272727,7.766666666666667
JDP Oram,106.0,110.0,11.0,8.0,96.36363636363636,13.25,60.50216450216451,244.0,362.0,14.0,9.0,8.901639344262296,40.22222222222222,8.533333333333333
JDS Neesham,92.0,93.0,10.0,8.0,98.9247311827957,11.5,71.0,222.0,342.0,13.0,8.0,9.243243243243244,42.75,9.2
JE Root,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,12.0,15.0,1.0,0.0,7.5,31.396128841607563,7.5
JE Taylor,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,122.0,167.0,5.0,6.0,8.213114754098362,27.833333333333332,8.35
JEC Franklin,327.0,309.0,16.0,11.0,105.8252427184466,29.727272727272727,59.11286780851998,155.0,225.0,15.0,9.0,8.70967741935484,25.0,8.653846153846153
JH Kallis,2427.0,2291.0,95.0,89.0,105.93627237014405,27.269662921348313,98.32442067736187,1799.0,2348.0,89.0,65.0,7.8310172317954425,36.12307692307692,8.833333333333334
JJ Bumrah,68.0,81.0,27.0,8.0,83.9506172839506,8.5,97.77777777777779,3474.0,4162.0,145.0,186.0,7.1882556131260795,22.376344086021504,6.2
JJ Roy,614.0,460.0,21.0,19.0,133.47826086956522,32.31578947368421,122.70114942528735,,,,0.0,8.529553786998122,31.396128841607563,9.1
JJ van der Wath,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,76.0,134.0,3.0,3.0,10.578947368421053,44.666666666666664,11.166666666666666
JL Pattinson,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,222.0,321.0,10.0,11.0,8.675675675675675,29.181818181818183,8.833333333333334
JM Bairstow,1674.0,1181.0,52.0,50.0,141.7442845046571,33.48,135.36739948504652,,,,0.0,8.529553786998122,31.396128841607563,9.1
JM Kemp,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,47.0,58.0,5.0,3.0,7.404255319148937,19.333333333333332,6.444444444444445
JM Sharma,991.0,656.0,47.0,39.0,151.0670731707317,25.41025641025641,172.5252525252525,,,,0.0,8.529553786998122,31.396128841607563,9.1
JO Holder,259.0,217.0,27.0,21.0,119.35483870967742,12.333333333333334,58.66666666666667,1049.0,1489.0,46.0,53.0,8.516682554814109,28.09433962264151,10.233333333333333
JP Behrendorff,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,379.0,563.0,17.0,19.0,8.91292875989446,29.63157894736842,9.633333333333333
JP Duminy,2029.0,1680.0,75.0,49.0,120.77380952380952,41.40816326530612,97.86274509803921,701.0,847.0,49.0,23.0,7.249643366619116,36.82608695652174,8.133333333333333
JP Faulkner,527.0,406.0,45.0,28.0,129.80295566502463,18.821428571428573,87.62561576354679,1287.0,1849.0,60.0,61.0,8.62004662004662,30.311475409836067,10.033333333333333
JP Inglis,278.0,177.0,11.0,10.0,157.06214689265536,27.8,162.50199076286032,,,,0.0,8.529553786998122,31.396128841607563,9.1
JPR Scantlebury-Searles,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,45.0,89.0,3.0,2.0,11.866666666666667,44.5,12.714285714285714
JR Hazlewood,19.0,30.0,7.0,0.0,63.33333333333333,19.0,55.0,892.0,1219.0,39.0,57.0,8.199551569506728,21.385964912280702,9.133333333333333
JR Hopes,417.0,314.0,19.0,17.0,132.80254777070064,24.529411764705884,121.24014336917563,369.0,562.0,20.0,14.0,9.138211382113822,40.142857142857146,8.866666666666667
JW Hastings,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,61.0,66.0,3.0,3.0,6.491803278688525,22.0,6.6
Jalaj S Saxena,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,18.0,27.0,1.0,0.0,9.0,31.396128841607563,9.0
Jaskaran Singh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,111.0,174.0,7.0,6.0,9.405405405405405,29.0,9.666666666666666
Joginder Sharma,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,272.0,421.0,15.0,12.0,9.286764705882353,35.083333333333336,10.066666666666666
K Goel,218.0,239.0,16.0,14.0,91.21338912133892,15.571428571428571,61.66666666666667,67.0,94.0,6.0,0.0,8.417910447761194,31.396128841607563,8.545454545454545
K Gowtham,247.0,159.0,27.0,18.0,155.34591194968556,13.722222222222221,120.38461538461539,599.0,825.0,35.0,21.0,8.263772954924875,39.285714285714285,8.3
K Kartikeya,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,290.0,412.0,16.0,12.0,8.524137931034483,34.333333333333336,9.5
K Khejroliya,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,148.0,250.0,8.0,6.0,10.135135135135135,41.666666666666664,10.416666666666666
K Rabada,215.0,216.0,30.0,18.0,99.53703703703704,11.944444444444445,115.0,1995.0,2816.0,84.0,122.0,8.469172932330826,23.081967213114755,10.933333333333334
K Santokie,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,51.0,91.0,2.0,3.0,10.705882352941176,30.333333333333332,11.375
