player,total_runs,balls_faced,innings,dismissals,strike_rate,batting_avg,recent_strike_rate,ball_bowled,runs_conceded,matches,wickets,economy,bowling_avg,recent_economy
NJ Rimmington,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,18.0,20.0,1.0,0.0,6.666666666666667,31.396128841607563,6.666666666666667
NK Patel,121.0,124.0,6.0,5.0,97.58064516129032,24.2,75.74082934609251,,,,0.0,8.529553786998122,31.396128841607563,9.1
NL McCullum,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,30.0,35.0,2.0,0.0,7.0,31.396128841607563,7.0
NLTC Perera,424.0,326.0,30.0,24.0,130.06134969325154,17.666666666666668,171.7792207792208,715.0,1031.0,36.0,31.0,8.651748251748252,33.25806451612903,9.8
NM Coulter-Nile,82.0,75.0,16.0,10.0,109.33333333333333,8.2,86.66666666666667,892.0,1125.0,38.0,48.0,7.567264573991032,23.4375,7.433333333333334
NT Ellis,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,390.0,553.0,17.0,19.0,8.507692307692308,29.105263157894736,8.666666666666666
NV Ojha,1554.0,1360.0,94.0,74.0,114.26470588235293,21.0,93.06595365418895,,,,0.0,8.529553786998122,31.396128841607563,9.1
Naman Dhir,392.0,226.0,19.0,14.0,173.4513274336283,28.0,174.15873015873018,53.0,76.0,5.0,0.0,8.60377358490566,31.396128841607563,8.444444444444445
Navdeep Saini,33.0,38.0,7.0,4.0,86.8421052631579,8.25,87.64285714285714,682.0,968.0,31.0,24.0,8.516129032258064,40.333333333333336,9.666666666666666
Naveen-ul-Haq,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,407.0,602.0,17.0,25.0,8.874692874692876,24.08,10.3
Nithish Kumar Reddy,485.0,382.0,22.0,18.0,126.96335078534031,26.944444444444443,133.41991341991343,152.0,255.0,12.0,5.0,10.06578947368421,51.0,10.625
Noor Ahmad,20.0,35.0,11.0,8.0,57.14285714285714,2.5,75.83333333333333,827.0,1088.0,37.0,48.0,7.893591293833131,22.666666666666668,8.433333333333334
O Thomas,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,63.0,85.0,4.0,5.0,8.095238095238095,17.0,8.5
OA Shah,506.0,405.0,22.0,13.0,124.93827160493827,38.92307692307692,90.30718641971838,,,,0.0,8.529553786998122,31.396128841607563,9.1
OC McCoy,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,180.0,255.0,8.0,11.0,8.5,23.181818181818183,9.107142857142858
OF Smith,51.0,50.0,6.0,3.0,102.0,17.0,56.0,95.0,179.0,6.0,6.0,11.305263157894736,29.833333333333332,11.933333333333334
P Amarnath,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,132.0,241.0,6.0,7.0,10.954545454545455,34.42857142857143,10.954545454545455
P Awana,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,774.0,1046.0,33.0,39.0,8.108527131782946,26.82051282051282,9.733333333333333
P Dogra,127.0,141.0,12.0,12.0,90.0709219858156,10.583333333333334,62.075757575757564,,,,0.0,8.529553786998122,31.396128841607563,9.1
P Dubey,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,79.0,112.0,5.0,2.0,8.506329113924052,56.0,8.615384615384615
P Kumar,340.0,323.0,57.0,34.0,105.26315789473684,10.0,71.66666666666666,2637.0,3342.0,119.0,90.0,7.604095563139932,37.13333333333333,8.466666666666667
P Negi,365.0,301.0,35.0,26.0,121.26245847176081,14.038461538461538,43.33333333333333,733.0,954.0,42.0,34.0,7.80900409276944,28.058823529411764,7.5
P Parameswaran,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,159.0,226.0,8.0,9.0,8.528301886792454,25.11111111111111,8.37037037037037
P Prasanth,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,6.0,18.0,1.0,0.0,18.0,31.396128841607563,18.0
P Ray Barman,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,24.0,56.0,1.0,0.0,14.0,31.396128841607563,14.0
P Sahu,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,107.0,152.0,5.0,3.0,8.52336448598131,50.666666666666664,8.444444444444445
P Simran Singh,1355.0,904.0,52.0,52.0,149.88938053097345,26.057692307692307,120.33080808080808,,,,0.0,8.529553786998122,31.396128841607563,9.1
P Suyal,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,107.0,154.0,5.0,2.0,8.63551401869159,77.0,9.625
PA Patel,2848.0,2442.0,136.0,127.0,116.62571662571663,22.4251968503937,134.04864864864865,,,,0.0,8.529553786998122,31.396128841607563,9.1
PA Reddy,164.0,167.0,10.0,10.0,98.20359281437125,16.4,69.94890077243018,,,,0.0,8.529553786998122,31.396128841607563,9.1
PBB Rajapaksa,277.0,201.0,13.0,12.0,137.81094527363186,23.083333333333332,78.86904761904762,,,,0.0,8.529553786998122,31.396128841607563,9.1
PC Valthaty,505.0,432.0,23.0,22.0,116.89814814814814,22.954545454545453,38.83660130718954,153.0,207.0,10.0,7.0,8.117647058823529,29.571428571428573,7.961538461538462
PD Collingwood,203.0,159.0,7.0,4.0,127.67295597484276,50.75,86.96915718291275,90.0,101.0,6.0,5.0,6.733333333333333,20.2,6.733333333333333
PD Salt,1056.0,623.0,34.0,32.0,169.5024077046549,33.0,162.33101708519663,,,,0.0,8.529553786998122,31.396128841607563,9.1
PH Solanki,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,36.0,39.0,2.0,2.0,6.5,19.5,6.5
PHKD Mendis,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,42.0,60.0,4.0,2.0,8.571428571428571,30.0,8.571428571428571
PJ Cummins,612.0,417.0,48.0,33.0,146.76258992805757,18.545454545454547,180.22222222222223,1682.0,2436.0,72.0,79.0,8.689655172413794,30.835443037974684,7.966666666666667
PJ Sangwan,26.0,47.0,14.0,8.0,55.319148936170215,3.25,36.666666666666664,905.0,1267.0,42.0,38.0,8.4,33.3421052631579,9.366666666666667
PK Garg,273.0,247.0,19.0,19.0,110.5263157894737,14.368421052631579,98.23703178541886,,,,0.0,8.529553786998122,31.396128841607563,9.1
PM Sarvesh Kumar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,31.0,42.0,2.0,1.0,8.129032258064516,42.0,8.4
PP Chawla,624.0,580.0,86.0,57.0,107.58620689655172,10.947368421052632,90.0,3895.0,5179.0,191.0,192.0,7.977920410783056,26.973958333333332,8.233333333333333
PP Ojha,16.0,45.0,19.0,10.0,35.55555555555556,1.6,64.0,1945.0,2399.0,90.0,89.0,7.40051413881748,26.95505617977528,8.633333333333333
PP Shaw,1892.0,1321.0,79.0,77.0,143.22482967448903,24.571428571428573,180.35281385281388,,,,0.0,8.529553786998122,31.396128841607563,9.1
PR Shah,92.0,97.0,9.0,8.0,94.84536082474226,11.5,101.90971499895986,,,,0.0,8.529553786998122,31.396128841607563,9.1
PV Tambe,18.0,39.0,6.0,1.0,46.15384615384615,18.0,65.93984962406014,674.0,866.0,33.0,28.0,7.70919881305638,30.928571428571427,9.133333333333333
PVD Chameera,53.0,46.0,10.0,3.0,115.21739130434783,17.666666666666668,73.33333333333334,408.0,640.0,19.0,13.0,9.411764705882353,49.23076923076923,12.166666666666666
PVSN Raju,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,29.0,54.0,2.0,1.0,11.172413793103448,54.0,13.5
PWA Mulder,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,6.0,16.0,1.0,0.0,16.0,31.396128841607563,16.0
PWH de Silva,81.0,95.0,19.0,16.0,85.26315789473684,5.0625,42.666666666666664,808.0,1134.0,37.0,46.0,8.42079207920792,24.652173913043477,8.966666666666667
Pankaj Singh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,311.0,472.0,17.0,11.0,9.106109324758842,42.90909090909091,9.266666666666667
Parvez Rasool,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,200.0,273.0,11.0,4.0,8.19,68.25,8.533333333333333
Prince Yadav,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,144.0,226.0,6.0,3.0,9.416666666666666,75.33333333333333,9.826086956521738
Priyansh Arya,545.0,310.0,18.0,18.0,175.80645161290323,30.27777777777778,137.51351351351352,,,,0.0,8.529553786998122,31.396128841607563,9.1
Q de Kock,3312.0,2533.0,115.0,108.0,130.754046585077,30.666666666666668,85.45329670329672,,,,0.0,8.529553786998122,31.396128841607563,9.1
R Ashwin,833.0,728.0,93.0,62.0,114.42307692307692,13.435483870967742,85.71428571428571,4868.0,5721.0,217.0,187.0,7.0513557929334425,30.593582887700535,9.066666666666666
R Bhatia,342.0,290.0,47.0,29.0,117.9310344827586,11.793103448275861,152.00534759358288,1661.0,2059.0,91.0,71.0,7.437688139674895,29.0,7.933333333333334
R Dhawan,210.0,188.0,22.0,10.0,111.70212765957446,21.0,157.36596736596738,693.0,922.0,36.0,25.0,7.982683982683983,36.88,9.066666666666666
R Dravid,2174.0,1918.0,82.0,77.0,113.34723670490095,28.233766233766232,97.12419562419562,,,,0.0,8.529553786998122,31.396128841607563,9.1
R Goyal,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,24.0,34.0,1.0,0.0,8.5,31.396128841607563,8.5
R McLaren,159.0,178.0,13.0,8.0,89.32584269662921,19.875,54.82683982683983,372.0,558.0,18.0,12.0,9.0,46.5,10.533333333333333
R Ninan,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,36.0,65.0,2.0,3.0,10.833333333333334,21.666666666666668,10.833333333333334
R Parag,1570.0,1156.0,72.0,60.0,135.81314878892735,26.166666666666668,157.88636363636365,309.0,478.0,30.0,7.0,9.281553398058252,68.28571428571429,9.7
R Powell,365.0,261.0,23.0,21.0,139.84674329501917,17.38095238095238,106.28571428571429,21.0,35.0,2.0,1.0,10.0,35.0,11.666666666666666
R Rampaul,51.0,52.0,7.0,5.0,98.07692307692307,10.2,60.55555555555556,278.0,319.0,12.0,16.0,6.884892086330935,19.9375,7.033333333333333
R Ravindra,413.0,298.0,18.0,16.0,138.59060402684565,25.8125,94.9407114624506,12.0,7.0,2.0,0.0,3.5,31.396128841607563,3.5
R Sai Kishore,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,453.0,655.0,25.0,32.0,8.675496688741722,20.46875,9.9
R Sanjay Yadav,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,14.0,23.0,1.0,0.0,9.857142857142856,31.396128841607563,11.5
R Sathish,270.0,236.0,24.0,16.0,114.40677966101696,16.875,114.6984126984127,144.0,233.0,14.0,3.0,9.708333333333334,77.66666666666667,9.708333333333334
R Sharma,66.0,77.0,19.0,11.0,85.71428571428571,6.0,36.66666666666667,935.0,1100.0,44.0,40.0,7.0588235294117645,27.5,8.433333333333334
R Shepherd,185.0,93.0,12.0,8.0,198.9247311827957,23.125,128.44444444444443,223.0,416.0,15.0,10.0,11.192825112107624,41.6,12.433333333333334
R Shukla,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,130.0,217.0,7.0,5.0,10.015384615384615,43.4,10.85
R Tewatia,1112.0,851.0,76.0,49.0,130.66980023501762,22.693877551020407,135.5,866.0,1117.0,52.0,32.0,7.739030023094688,34.90625,9.366666666666667
R Vinay Kumar,310.0,289.0,42.0,26.0,107.26643598615917,11.923076923076923,71.81818181818184,2186.0,3041.0,104.0,105.0,8.346752058554438,28.961904761904762,9.366666666666667
RA Jadeja,3260.0,2607.0,194.0,122.0,125.04794783275797,26.721311475409838,126.66081871345031,4127.0,5242.0,225.0,170.0,7.6210322267991275,30.83529411764706,8.266666666666667
RA Shaikh,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,6.0,11.0,1.0,0.0,11.0,31.396128841607563,11.0
RA Tripathi,2291.0,1707.0,98.0,85.0,134.21206795547744,26.95294117647059,103.42264752791068,6.0,12.0,1.0,0.0,12.0,31.396128841607563,12.0
RD Chahar,129.0,127.0,22.0,16.0,101.5748031496063,8.0625,72.0,1703.0,2174.0,78.0,75.0,7.6594245449207286,28.986666666666668,8.933333333333334
RD Gaikwad,2502.0,1863.0,70.0,61.0,134.29951690821255,41.01639344262295,96.07226107226107,,,,0.0,8.529553786998122,31.396128841607563,9.1
RD Rickelton,388.0,266.0,14.0,13.0,145.86466165413535,29.846153846153847,140.42929292929293,,,,0.0,8.529553786998122,31.396128841607563,9.1
RE Levi,83.0,74.0,6.0,6.0,112.16216216216218,13.833333333333334,38.03030303030303,,,,0.0,8.529553786998122,31.396128841607563,9.1
RE van der Merwe,159.0,144.0,15.0,12.0,110.41666666666667,13.25,71.94444444444443,455.0,515.0,21.0,21.0,6.791208791208792,24.523809523809526,6.266666666666667
RG More,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,37.0,63.0,2.0,1.0,10.216216216216216,63.0,10.5
RG Sharma,7048.0,5475.0,266.0,246.0,128.73059360730593,28.650406504065042,113.62670807453416,349.0,462.0,32.0,15.0,7.9426934097421205,30.8,8.833333333333334
RJ Gleeson,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,73.0,111.0,3.0,2.0,9.123287671232877,55.5,9.25
RJ Harris,117.0,112.0,21.0,12.0,104.46428571428572,9.75,75.33333333333333,865.0,1085.0,37.0,45.0,7.526011560693642,24.11111111111111,7.0
RJ Peterson,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,48.0,70.0,4.0,3.0,8.75,23.333333333333332,8.75
RJ Quiney,103.0,105.0,7.0,7.0,98.09523809523809,14.714285714285714,72.27272727272728,,,,0.0,8.529553786998122,31.396128841607563,9.1
RJW Topley,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,125.0,222.0,6.0,5.0,10.656,44.4,11.1
RK Singh,1099.0,793.0,51.0,36.0,138.5876418663304,30.52777777777778,174.28571428571428,,,,0.0,8.529553786998122,31.396128841607563,9.1
RM Patidar,1111.0,759.0,38.0,36.0,146.3768115942029,30.86111111111111,146.25,,,,0.0,8.529553786998122,31.396128841607563,9.1
RN ten Doeschate,326.0,238.0,21.0,17.0,136.9747899159664,19.176470588235293,114.28571428571429,83.0,94.0,10.0,2.0,6.795180722891566,47.0,7.230769230769231
RP Meredith,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,415.0,621.0,18.0,19.0,8.978313253012047,32.68421052631579,10.066666666666666
RP Singh,52.0,78.0,28.0,15.0,66.66666666666666,3.466666666666667,72.0,1874.0,2417.0,82.0,90.0,7.738527214514408,26.855555555555554,9.2
RR Bhatkal,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,12.0,35.0,1.0,0.0,17.5,31.396128841607563,17.5
RR Bose,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,12.0,24.0,1.0,0.0,12.0,31.396128841607563,12.0
RR Pant,3566.0,2504.0,123.0,107.0,142.41214057507986,33.32710280373832,175.3034547152194,,,,0.0,8.529553786998122,31.396128841607563,9.1
RR Powar,67.0,64.0,9.0,3.0,104.6875,22.333333333333332,85.23809523809523,443.0,538.0,26.0,13.0,7.286681715575622,41.38461538461539,8.466666666666667
RR Raje,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,144.0,214.0,10.0,6.0,8.916666666666666,35.666666666666664,8.916666666666666
RR Rossouw,473.0,321.0,22.0,21.0,147.35202492211837,22.523809523809526,151.12364672364671,,,,0.0,8.529553786998122,31.396128841607563,9.1
RS Bopara,531.0,468.0,22.0,19.0,113.46153846153845,27.94736842105263,84.09997409997409,213.0,301.0,14.0,11.0,8.47887323943662,27.363636363636363,9.0
RS Gavaskar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,6.0,8.0,1.0,0.0,8.0,31.396128841607563,8.0
RS Hangargekar,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,43.0,60.0,2.0,3.0,8.372093023255813,20.0,10.0
RT Ponting,91.0,129.0,9.0,8.0,70.54263565891473,11.375,53.830065359477125,,,,0.0,8.529553786998122,31.396128841607563,9.1
RV Gomez,50.0,53.0,9.0,7.0,94.33962264150944,7.142857142857143,122.08333333333333,97.0,130.0,9.0,5.0,8.041237113402062,26.0,8.125
RV Patel,80.0,76.0,7.0,5.0,105.26315789473684,16.0,129.52380952380952,20.0,22.0,1.0,0.0,6.6,31.396128841607563,7.333333333333333
RV Uthappa,4954.0,3927.0,197.0,184.0,126.15227909345556,26.92391304347826,36.023809523809526,,,,0.0,8.529553786998122,31.396128841607563,9.1
RW Price,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,18.0,33.0,1.0,0.0,11.0,31.396128841607563,11.0
Rahmanullah Gurbaz,363.0,283.0,18.0,17.0,128.26855123674912,21.352941176470587,104.7008547008547,,,,0.0,8.529553786998122,31.396128841607563,9.1
Ramandeep Singh,217.0,142.0,20.0,11.0,152.8169014084507,19.727272727272727,92.0,45.0,64.0,4.0,6.0,8.533333333333333,10.666666666666666,9.142857142857142
Rashid Khan,585.0,387.0,66.0,42.0,151.1627906976744,13.928571428571429,60.0,3237.0,3863.0,136.0,158.0,7.160333642261353,24.449367088607595,9.466666666666667
Rasikh Salam,40.0,40.0,6.0,5.0,100.0,8.0,120.0,245.0,412.0,13.0,10.0,10.089795918367347,41.2,11.1
Ravi Bishnoi,45.0,68.0,16.0,9.0,66.17647058823529,5.0,51.904761904761905,1693.0,2263.0,76.0,72.0,8.020082693443591,31.430555555555557,10.733333333333333
S Anirudha,136.0,121.0,12.0,8.0,112.39669421487604,17.0,107.0,,,,0.0,8.529553786998122,31.396128841607563,9.1
S Aravind,59.0,59.0,10.0,3.0,100.0,19.666666666666668,98.72619047619048,788.0,1057.0,38.0,45.0,8.048223350253807,23.488888888888887,8.966666666666667
S Badree,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,263.0,329.0,12.0,11.0,7.505703422053232,29.90909090909091,7.9
S Badrinath,1441.0,1245.0,65.0,48.0,115.74297188755021,30.020833333333332,56.63461538461538,,,,0.0,8.529553786998122,31.396128841607563,9.1
S Dhawan,6769.0,5483.0,221.0,192.0,123.45431333211745,35.255208333333336,102.34210526315789,49.0,72.0,6.0,4.0,8.816326530612246,18.0,9.0
S Dube,1859.0,1366.0,75.0,61.0,136.09077598828696,30.475409836065573,155.48584298584296,130.0,223.0,15.0,5.0,10.292307692307691,44.6,10.619047619047619
S Gopal,180.0,173.0,22.0,13.0,104.04624277456647,13.846153846153847,109.88095238095238,1000.0,1358.0,51.0,52.0,8.148,26.115384615384617,9.0
S Joseph,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,30.0,51.0,1.0,0.0,10.2,31.396128841607563,12.75
S Kaul,20.0,36.0,9.0,3.0,55.55555555555556,6.666666666666667,59.11111111111111,1238.0,1772.0,55.0,58.0,8.588045234248789,30.551724137931036,8.6
S Kaushik,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,210.0,304.0,10.0,6.0,8.685714285714285,50.666666666666664,8.966666666666667
S Ladda,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,141.0,225.0,9.0,5.0,9.574468085106384,45.0,9.782608695652174
S Lamichhane,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,211.0,297.0,9.0,13.0,8.445497630331754,22.846153846153847,8.866666666666667
S Midhun,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,13.0,29.0,1.0,0.0,13.384615384615385,31.396128841607563,14.5
S Nadeem,39.0,88.0,20.0,16.0,44.31818181818182,2.4375,55.0,1444.0,1800.0,70.0,48.0,7.4792243767313025,37.5,8.2
S Narwal,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,113.0,203.0,6.0,5.0,10.778761061946904,40.6,11.277777777777779
S Rana,91.0,82.0,8.0,5.0,110.97560975609757,18.2,114.04761904761904,16.0,18.0,3.0,0.0,6.75,31.396128841607563,6.0
S Randiv,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,180.0,223.0,8.0,6.0,7.433333333333334,37.166666666666664,7.689655172413793
S Sandeep Warrier,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,176.0,257.0,10.0,8.0,8.761363636363637,32.125,9.178571428571429
S Sohal,368.0,311.0,20.0,18.0,118.32797427652733,20.444444444444443,99.37121212121212,,,,0.0,8.529553786998122,31.396128841607563,9.1
S Sreesanth,34.0,57.0,12.0,3.0,59.64912280701754,11.333333333333334,13.333333333333332,947.0,1221.0,44.0,40.0,7.736008447729672,30.525,7.433333333333334
S Sriram,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,18.0,49.0,2.0,0.0,16.333333333333332,31.396128841607563,16.333333333333332
S Tyagi,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,220.0,304.0,14.0,6.0,8.290909090909091,50.666666666666664,9.1
S Vidyut,145.0,115.0,8.0,8.0,126.08695652173914,18.125,95.75757575757575,13.0,22.0,1.0,1.0,10.153846153846155,22.0,11.0
SA Abbott,0.0,,0.0,,118.80341880341881,19.727272727272727,93.82142857142857,59.0,104.0,3.0,1.0,10.576271186440678,104.0,11.555555555555555
SA Asnodkar,423.0,352.0,19.0,19.0,120.17045454545455,22.263157894736842,100.33333333333334,,,,0.0,8.529553786998122,31.396128841607563,9.1
SA Yadav,4311.0,2961.0,151.0,123.0,145.59270516717325,35.048780487804876,157.10916602777067,6.0,8.0,1.0,0.0,8.0,31.396128841607563,8.0
